0.311700;1000;
0.353100;2000;
0.544700;3000;
0.796400;4000;
1.418400;5000;
1.893900;6000;
2.221700;7000;
2.461600;8000;
2.026000;9000;
2.181200;10000;
2.403800;11000;
2.734100;12000;
3.492400;13000;
3.169700;14000;
3.173900;15000;
3.582800;16000;
5.163600;17000;
6.479900;18000;
6.883300;19000;
7.474100;20000;
7.559600;21000;
9.540100;22000;
6.189400;23000;
9.010500;24000;
8.842800;25000;
9.269500;26000;
8.870900;27000;
6.743700;28000;
7.581500;29000;
9.837600;30000;
8.536400;31000;
9.718300;32000;
9.564600;33000;
10.347900;34000;
10.185300;35000;
10.879900;36000;
8.956700;37000;
10.484600;38000;
10.457000;39000;
9.873600;40000;
13.170500;41000;
13.288900;42000;
14.135400;43000;
14.805100;44000;
11.968300;45000;
13.789400;46000;
19.604500;47000;
15.324400;48000;
17.616500;49000;
18.475200;50000;
16.401600;51000;
14.257700;52000;
19.581300;53000;
17.989500;54000;
15.150300;55000;
15.715700;56000;
17.325300;57000;
15.188800;58000;
14.642200;59000;
14.421800;60000;
14.664700;61000;
15.464400;62000;
15.699000;63000;
16.647800;64000;
16.639500;65000;
17.342800;66000;
17.369200;67000;
18.148100;68000;
19.366100;69000;
18.061900;70000;
18.830600;71000;
29.397700;72000;
23.751100;73000;
23.029200;74000;
19.161200;75000;
19.016800;76000;
19.524500;77000;
19.816700;78000;
20.421700;79000;
20.246500;80000;
20.885600;81000;
23.388500;82000;
21.991800;83000;
29.120900;84000;
30.135800;85000;
22.475000;86000;
22.105600;87000;
30.179400;88000;
22.165400;89000;
22.023400;90000;
22.886200;91000;
23.190000;92000;
23.081100;93000;
23.598400;94000;
24.999400;95000;
24.779000;96000;
23.996500;97000;
26.303900;98000;
25.561900;99000;
25.643600;100000;
25.249000;101000;
26.323600;102000;
26.264200;103000;
27.772700;104000;
27.185300;105000;
27.356600;106000;
28.845200;107000;
30.594600;108000;
29.282300;109000;
28.104400;110000;
30.138900;111000;
32.191200;112000;
29.209400;113000;
28.656300;114000;
29.073700;115000;
30.145300;116000;
30.903500;117000;
30.997500;118000;
31.851300;119000;
50.777200;120000;
34.110400;121000;
32.918100;122000;
33.502500;123000;
32.267400;124000;
32.255900;125000;
33.979700;126000;
38.182800;127000;
40.856100;128000;
34.842100;129000;
33.346800;130000;
34.153800;131000;
36.136300;132000;
36.268000;133000;
36.363500;134000;
35.528700;135000;
37.002100;136000;
37.824500;137000;
38.545400;138000;
38.914000;139000;
42.641600;140000;
36.628000;141000;
43.364300;142000;
38.372600;143000;
38.631400;144000;
41.063100;145000;
39.324200;146000;
51.326200;147000;
40.020700;148000;
39.228100;149000;
39.713200;150000;
39.082200;151000;
39.663600;152000;
44.018200;153000;
41.209000;154000;
41.017600;155000;
43.501000;156000;
43.926500;157000;
41.520400;158000;
44.537300;159000;
48.857700;160000;
46.943700;161000;
49.396600;162000;
46.898200;163000;
43.131200;164000;
47.587500;165000;
44.369500;166000;
50.588900;167000;
44.922900;168000;
44.864100;169000;
46.786900;170000;
45.822500;171000;
50.850900;172000;
48.068900;173000;
51.001900;174000;
46.249600;175000;
46.760400;176000;
74.208700;177000;
48.555500;178000;
83.571800;179000;
50.739900;180000;
66.934700;181000;
48.362000;182000;
50.108100;183000;
49.666900;184000;
50.433200;185000;
50.306800;186000;
50.725600;187000;
51.103900;188000;
55.780100;189000;
55.738700;190000;
54.289800;191000;
59.235800;192000;
51.840000;193000;
54.329400;194000;
62.450400;195000;
74.878500;196000;
56.933600;197000;
62.529100;198000;
67.875800;199000;
59.124300;200000;
56.006400;201000;
54.761800;202000;
54.726800;203000;
55.334100;204000;
56.696200;205000;
55.199800;206000;
57.560300;207000;
66.023700;208000;
68.263300;209000;
60.662600;210000;
66.566500;211000;
59.324300;212000;
63.650000;213000;
63.851100;214000;
89.301700;215000;
66.960300;216000;
65.806000;217000;
70.064100;218000;
68.822300;219000;
66.504500;220000;
71.114600;221000;
63.669500;222000;
64.517000;223000;
76.107600;224000;
64.845400;225000;
69.621500;226000;
92.148000;227000;
73.356400;228000;
72.088300;229000;
66.712400;230000;
73.747000;231000;
83.002600;232000;
78.171300;233000;
84.630100;234000;
64.981200;235000;
73.900100;236000;
64.661200;237000;
71.061900;238000;
72.173500;239000;
83.405000;240000;
75.052000;241000;
98.572200;242000;
71.804300;243000;
69.242000;244000;
69.526300;245000;
69.515200;246000;
75.653600;247000;
73.627200;248000;
79.124400;249000;
73.569500;250000;
76.380200;251000;
77.513600;252000;
92.440300;253000;
110.955200;254000;
77.020600;255000;
81.879600;256000;
85.429500;257000;
71.731200;258000;
82.862400;259000;
71.745400;260000;
78.700000;261000;
72.116500;262000;
82.228000;263000;
78.823100;264000;
83.078400;265000;
78.753100;266000;
74.595000;267000;
82.098400;268000;
73.805500;269000;
83.174800;270000;
89.013800;271000;
80.130800;272000;
85.202100;273000;
101.094200;274000;
84.766700;275000;
87.342300;276000;
97.567900;277000;
131.017300;278000;
83.773600;279000;
83.062000;280000;
85.691100;281000;
82.093100;282000;
84.437000;283000;
92.130300;284000;
111.660200;285000;
99.546800;286000;
108.596900;287000;
106.615600;288000;
89.428500;289000;
84.956900;290000;
86.340800;291000;
89.374700;292000;
85.969100;293000;
91.091700;294000;
90.908200;295000;
84.796000;296000;
95.831900;297000;
93.495500;298000;
90.262600;299000;
86.207500;300000;
94.058600;301000;
90.098300;302000;
91.135500;303000;
111.560900;304000;
89.259600;305000;
90.720700;306000;
93.131700;307000;
96.073600;308000;
99.687200;309000;
94.763700;310000;
90.401500;311000;
91.454500;312000;
90.785000;313000;
91.209800;314000;
95.271300;315000;
91.937100;316000;
95.302000;317000;
102.995100;318000;
98.470700;319000;
102.059800;320000;
94.561300;321000;
93.895100;322000;
91.892700;323000;
91.953100;324000;
95.614700;325000;
92.842400;326000;
98.312800;327000;
96.091500;328000;
118.780800;329000;
126.029500;330000;
103.313800;331000;
97.535600;332000;
102.557700;333000;
94.500000;334000;
99.982100;335000;
124.259100;336000;
157.986700;337000;
265.196500;338000;
197.775500;339000;
176.392100;340000;
202.971100;341000;
187.374200;342000;
266.525000;343000;
164.992100;344000;
188.283500;345000;
213.506600;346000;
174.863000;347000;
245.288900;348000;
201.322900;349000;
181.887800;350000;
188.926400;351000;
168.179400;352000;
199.710500;353000;
199.818500;354000;
157.660800;355000;
194.771700;356000;
195.998700;357000;
243.058100;358000;
220.950900;359000;
168.773700;360000;
183.532400;361000;
206.708500;362000;
292.671200;363000;
199.156800;364000;
189.864900;365000;
187.892800;366000;
275.763600;367000;
202.745600;368000;
198.935200;369000;
193.847100;370000;
192.054200;371000;
175.870000;372000;
217.970200;373000;
226.525900;374000;
163.509200;375000;
195.098500;376000;
170.654700;377000;
179.022700;378000;
179.452200;379000;
216.834400;380000;
253.402500;381000;
199.917800;382000;
212.841600;383000;
204.795400;384000;
181.428400;385000;
180.973500;386000;
186.844700;387000;
184.822500;388000;
224.113200;389000;
175.500200;390000;
213.812700;391000;
198.231300;392000;
265.573700;393000;
249.317800;394000;
228.393400;395000;
249.713500;396000;
221.212600;397000;
232.986100;398000;
214.898000;399000;
215.209800;400000;
211.972200;401000;
226.633800;402000;
216.664000;403000;
200.790900;404000;
207.774100;405000;
209.698700;406000;
212.708100;407000;
174.384400;408000;
172.066400;409000;
159.086600;410000;
174.993700;411000;
222.262600;412000;
401.100800;413000;
238.697200;414000;
224.138100;415000;
239.907200;416000;
331.727500;417000;
253.539400;418000;
258.083700;419000;
276.561500;420000;
223.379600;421000;
249.541000;422000;
232.352500;423000;
241.462400;424000;
201.754000;425000;
236.655700;426000;
238.098200;427000;
281.726100;428000;
274.075900;429000;
236.331700;430000;
214.601900;431000;
231.141400;432000;
226.685600;433000;
241.537600;434000;
229.492200;435000;
253.865100;436000;
233.296800;437000;
267.004100;438000;
169.233300;439000;
220.880500;440000;
263.935300;441000;
211.124300;442000;
246.485700;443000;
222.612300;444000;
280.049100;445000;
226.729500;446000;
230.301700;447000;
241.980700;448000;
250.788600;449000;
227.649600;450000;
261.189200;451000;
244.465900;452000;
315.571600;453000;
271.270400;454000;
270.064900;455000;
231.737400;456000;
285.371600;457000;
261.312100;458000;
254.549000;459000;
269.526000;460000;
232.259300;461000;
272.446500;462000;
264.436400;463000;
273.241500;464000;
215.538500;465000;
246.948600;466000;
242.744900;467000;
368.926400;468000;
284.537900;469000;
261.677500;470000;
235.386900;471000;
286.551600;472000;
243.306100;473000;
246.307500;474000;
321.746300;475000;
243.540800;476000;
249.732200;477000;
346.447200;478000;
304.920400;479000;
242.510600;480000;
245.806300;481000;
300.157300;482000;
282.894600;483000;
248.212200;484000;
243.459500;485000;
257.201100;486000;
237.360900;487000;
279.862100;488000;
277.938800;489000;
282.825700;490000;
285.795400;491000;
251.172600;492000;
276.693000;493000;
297.440900;494000;
331.944900;495000;
329.652500;496000;
365.702800;497000;
333.591700;498000;
324.085700;499000;
350.520300;500000;
308.669600;501000;
377.089800;502000;
380.850100;503000;
335.983500;504000;
347.857100;505000;
295.345700;506000;
293.701800;507000;
346.843400;508000;
370.774700;509000;
324.467400;510000;
354.612900;511000;
345.896700;512000;
306.256100;513000;
350.328500;514000;
335.729200;515000;
296.103800;516000;
349.664100;517000;
391.232800;518000;
311.729500;519000;
427.649200;520000;
296.985700;521000;
290.678800;522000;
308.319300;523000;
291.182700;524000;
271.345800;525000;
326.362600;526000;
294.651500;527000;
275.493900;528000;
265.421700;529000;
383.962000;530000;
308.937600;531000;
314.902300;532000;
292.171000;533000;
276.105300;534000;
250.332600;535000;
301.169600;536000;
313.702300;537000;
269.041700;538000;
402.191600;539000;
349.484800;540000;
295.869900;541000;
317.082600;542000;
